id,folds
78525,1
78526,1
78527,6
78528,7
78529,10
78530,1
78531,8
78532,3
78533,10
78535,5
78536,3
78538,6
78539,6
78542,6
78547,9
78548,8
78549,4
78552,6
78553,3
78554,5
78555,3
78556,4
78557,7
78563,9
78564,5
78565,2
78566,2
78567,9
78568,9
78569,10
78571,9
78573,8
78574,4
78575,7
78576,7
78577,1
78578,9
78580,7
78581,3
78583,5
78585,3
78588,8
78589,4
78590,8
78591,6
78599,6
78600,6
78604,8
78606,4
78607,1
78608,5
78612,2
78613,9
78617,6
78622,5
78624,2
78625,10
78627,6
78630,2
78632,3
78633,9
78634,4
78635,9
78636,5
78637,9
78638,5
78639,5
78640,7
78641,3
78642,7
78645,4
78647,9
78649,1
78651,9
78653,4
78654,5
78655,3
78656,7
78657,2
78658,5
78662,4
78664,3
78665,4
78666,3
78667,3
78668,4
78670,8
78675,8
78678,2
78680,10
78681,7
78682,1
78684,9
78685,6
78687,1
78689,3
78691,8
78692,2
78693,7
78695,5
78696,3
78697,6
78698,6
78699,7
78700,8
78701,7
78703,9
78704,6
78706,7
78707,7
78714,9
78718,2
78719,5
78722,2
78723,8
78724,4
78725,9
78729,3
78730,8
78733,6
78735,3
78737,4
78739,8
78740,5
78741,5
78743,5
78744,7
78745,5
78749,4
78751,4
78752,6
78754,4
78756,10
78757,1
78758,4
78759,7
78761,9
78762,5
78763,6
78764,7
78765,6
78769,2
78770,3
78771,9
78773,8
78774,6
78775,3
78776,4
78777,1
78778,9
78781,5
78782,2
78783,1
78785,1
78786,5
78787,2
78788,7
78789,5
78790,6
78791,5
78793,6
78794,9
78798,4
78801,4
78802,5
78803,1
78807,8
78808,1
78810,10
78811,9
78814,7
78815,4
78817,9
78818,8
78819,6
78820,9
78823,6
78825,6
78828,5
78829,3
78832,6
78833,9
78834,3
78837,9
78840,6
78844,4
78845,7
78847,2
78848,4
78850,3
78851,4
78852,7
78853,5
78854,5
78855,3
78857,3
78860,10
78863,10
78864,9
78866,9
78867,2
78868,4
78869,5
78870,9
78872,3
78874,10
78876,6
78879,7
78881,3
78884,6
78885,8
78886,9
78887,3
78889,1
78891,7
78892,5
78894,6
78895,10
78897,7
78898,2
78899,2
78900,5
78901,9
78903,4
78904,3
78905,6
78910,3
78911,7
78914,8
78915,9
78916,8
78917,4
78918,10
78920,10
78924,9
78926,9
78927,6
78928,1
78931,7
78933,2
78934,1
78938,7
78939,8
78942,8
78943,2
78944,7
78945,2
78946,4
78948,7
78949,8
78950,10
78954,3
78956,6
78957,7
78959,8
78961,6
78962,9
78963,2
78966,5
78970,6
78971,8
78974,3
78975,7
78976,4
78978,3
78980,2
78981,10
78983,3
78989,5
78990,5
78991,4
78992,5
78993,5
78998,2
79002,4
79003,4
79004,6
79006,6
79010,9
79011,8
79012,10
79014,8
79015,3
79017,1
79019,4
79020,6
79023,6
79027,2
79028,9
79030,4
79031,9
79034,3
79036,5
79037,9
79038,3
79039,3
79040,1
79041,10
79043,7
79045,5
79046,8
79047,8
79048,8
79050,2
79052,4
79054,4
79057,9
79062,8
79063,4
79064,2
79065,1
79066,6
79068,2
79071,2
79073,4
79074,6
79076,10
79077,9
79078,2
79081,4
79082,2
79083,8
79085,9
79087,7
79088,10
79089,6
79092,2
79093,3
79094,9
79095,4
79096,3
79097,10
79099,5
79100,7
79103,7
79104,3
79105,1
79106,10
79108,10
79109,1
79110,7
79111,9
79113,8
79115,8
79118,5
79119,8
79120,3
79121,7
79123,3
79125,10
79126,10
79128,5
79130,10
79131,4
79132,9
79133,2
79134,6
79135,8
79136,6
79140,6
79141,10
79146,4
79147,8
79148,5
79149,7
79150,8
79153,3
79154,5
79155,4
79157,8
79158,6
79159,6
79161,3
79162,9
79163,7
79164,6
79166,1
79168,7
79169,4
79170,2
79171,5
79172,3
79173,3
79174,5
79175,7
79176,2
79178,9
79179,6
79181,6
79183,2
79185,1
79186,4
79187,7
79188,10
79190,10
79191,6
79192,8
79193,9
79194,9
79196,3
79202,8
79203,3
79204,10
79205,6
79207,4
79208,4
79209,5
79210,7
79211,6
79212,8
79213,5
79214,2
79215,8
79217,2
79220,2
79222,1
79224,10
79227,5
79229,1
79234,8
79235,5
79237,10
79238,1
79241,1
79242,8
79243,4
79245,6
79247,9
79251,7
79253,9
79255,9
79256,6
79260,10
79261,10
79263,6
79264,1
79269,5
79273,6
79275,10
79276,9
79278,9
79280,1
79282,2
79283,10
79285,9
79287,6
79288,7
79289,1
79290,2
79293,2
79294,5
79298,6
79301,6
79306,9
79308,3
79310,10
79311,5
79316,7
79318,10
79319,8
79320,2
79322,5
79325,8
79327,4
79328,3
79329,10
79330,7
79331,2
79332,3
79333,9
79334,7
79335,1
79336,10
79337,8
79338,1
79339,2
79342,8
79343,6
79346,7
79348,1
79349,1
79350,8
79351,10
79352,6
79353,9
79354,8
79358,3
79359,6
79360,10
79361,5
79363,7
79364,4
79365,10
79366,8
79367,10
79368,3
79370,6
79372,10
79374,5
79375,10
79376,6
79377,1
79379,8
79380,4
79381,5
79382,10
79384,10
79385,1
79386,10
79387,6
79389,6
79390,8
79392,10
79395,10
79396,7
79401,6
79403,5
79405,3
79407,6
79409,9
79412,10
79413,7
79415,5
79416,7
79417,6
79420,6
79421,5
79424,7
79426,2
79427,7
79428,8
79430,10
79431,5
79432,2
79433,8
79435,4
79436,5
79437,3
79439,3
79440,6
79442,6
79443,5
79444,10
79445,8
79448,2
79449,7
79450,9
79451,8
79455,10
79456,10
79460,7
79461,9
79462,1
79463,7
79464,6
79465,5
79467,6
79468,10
79470,1
79474,10
79477,1
79479,5
79480,7
79482,7
79483,1
79485,7
79486,6
79487,8
79490,3
79492,7
79494,9
79497,8
79498,4
79500,10
79501,5
79503,1
79505,1
79507,10
79511,4
79512,6
79515,8
79517,10
79518,9
79519,2
79520,10
79521,2
79523,3
79524,9
79527,7
79528,6
79529,4
79530,8
79531,8
79532,2
79533,9
79534,2
79536,8
79538,3
79540,6
79541,8
79543,1
79545,10
79547,10
79549,10
79550,5
79551,8
79552,6
79555,6
79556,5
79557,5
79561,9
79563,2
79564,7
79565,1
79567,5
79568,8
79569,4
79570,3
79572,10
79573,9
79574,3
79575,2
79576,6
79577,9
79578,6
79579,7
79580,9
79581,2
79584,6
79587,1
79588,4
79589,8
79591,8
79592,2
79595,6
79597,3
79598,8
79599,2
79601,1
79602,1
79603,6
79605,2
79606,7
79609,8
79610,10
79611,10
79612,2
79615,4
79618,1
79619,6
79620,4
79621,5
79623,4
79624,4
79625,6
79626,7
79627,1
79630,8
79631,5
79632,2
79637,4
79640,7
79642,9
79643,7
79644,5
79645,10
79646,4
79647,2
79648,8
79649,6
79650,10
79651,9
79653,6
79654,8
79655,3
79656,6
79657,2
79661,4
79662,5
79663,5
79664,1
79665,8
79666,10
79668,9
79669,1
79670,3
79671,9
79672,8
79673,10
79674,2
79675,5
79676,10
79677,5
79678,6
79679,8
79680,4
79682,9
79683,3
79687,6
79688,3
79690,6
79692,10
79693,6
79694,7
79696,10
79697,6
79698,1
79699,5
79700,6
79702,10
79707,2
79708,4
79710,6
79711,9
79712,2
79714,5
79718,4
79720,8
79721,2
79722,6
79723,2
79724,5
79725,7
79727,8
79728,4
79729,3
79732,10
79735,6
79739,5
79741,2
79742,3
79743,6
79746,2
79748,5
79749,9
79750,3
79751,3
79752,6
79753,10
79754,8
79756,6
79757,10
79761,7
79762,4
79763,8
79764,2
79768,10
79769,4
79770,9
79771,4
79772,5
79773,5
79775,5
79777,7
79778,1
79780,3
79785,8
79786,6
79787,1
79788,9
79789,9
79790,2
79791,9
79793,5
79794,3
79795,6
79796,1
79797,4
79799,5
79801,5
79803,10
79804,8
79806,4
79808,4
79809,2
79810,6
79811,7
79813,2
79814,8
79816,3
79817,3
79818,1
79819,4
79821,7
79823,1
79824,8
79826,4
79827,2
79828,5
79829,3
79830,10
79832,10
79833,6
79836,6
79837,9
79839,5
79840,6
79841,9
79843,9
79844,3
79845,9
79846,5
79847,6
79852,7
79854,10
79859,7
79863,6
79864,6
79865,10
79868,8
79871,10
79872,6
79877,9
79878,4
79879,7
79880,9
79881,2
79882,6
79883,2
79885,3
79887,1
79888,7
79889,4
79892,10
79896,6
79900,7
79902,7
79904,2
79905,7
79906,8
79907,8
79908,9
79909,3
79910,6
79911,4
79913,4
79916,6
79919,10
79921,6
79923,9
79925,1
79928,2
79929,8
79931,4
79933,5
79934,9
79935,9
79936,10
79937,2
79940,2
79943,7
79945,1
79946,2
79951,10
79952,2
79953,9
79955,6
79956,8
79957,4
79959,4
79960,1
79961,5
79962,9
79963,9
79964,6
79965,3
79966,7
79969,3
79973,7
79974,8
79975,4
79976,2
79977,7
79979,10
79981,8
79982,7
79983,10
79984,8
79986,4
79987,5
79989,3
79991,9
79994,5
79995,8
79998,1
79999,4
80000,7
80001,10
80003,7
80005,2
80007,8
80008,5
80012,8
80013,2
80015,8
80016,7
80017,9
80018,7
80019,6
80021,5
80022,7
80023,6
80024,6
80026,5
80027,5
80031,10
80032,7
80035,9
80036,2
80041,3
80042,9
80043,10
80044,6
80045,7
80046,3
80047,5
80050,7
80053,3
80054,3
80057,10
80058,7
80059,10
80060,5
80061,8
80062,7
80063,4
80065,10
80068,5
80070,10
80071,10
80072,7
80075,5
80077,1
80078,3
80081,8
80082,6
80083,4
80084,2
80086,9
80087,9
80091,7
80093,10
80094,8
80095,2
80098,8
80102,1
80103,7
80104,10
80107,8
80109,5
80111,10
80113,9
80115,8
80117,6
80118,6
80121,4
80123,10
80125,10
80126,6
80128,2
80130,2
80131,10
80132,3
80133,5
80134,7
80135,2
80136,5
80139,5
80140,3
80141,9
80142,1
80143,5
80144,3
80145,4
80146,1
80147,10
80148,3
80149,5
80150,2
80152,9
80155,7
80157,5
80158,4
80160,9
80161,1
80166,1
80167,6
80173,10
80174,6
80176,2
80178,2
80179,9
80184,9
80186,2
80188,9
80189,6
80192,4
80193,10
80195,1
80196,7
80197,7
80199,5
80200,1
80203,8
80204,8
80206,4
80210,1
80211,9
80214,1
80215,1
80216,3
80217,7
80218,7
80220,2
80221,8
80222,3
80224,8
80230,9
80231,7
80233,3
80234,9
80235,5
80236,6
80238,10
80239,1
80240,3
80241,10
80243,6
80244,4
80246,8
80247,7
80248,3
80250,6
80251,1
80253,8
80255,8
80256,4
80258,5
80259,1
80261,3
80262,1
80265,10
80266,10
80267,7
80268,4
80270,8
80272,6
80273,7
80276,3
80277,3
80278,8
80279,8
80280,1
80281,8
80282,1
80283,10
80284,6
80285,8
80286,6
80290,10
80292,6
80293,10
80294,2
80296,9
80297,8
80298,10
80299,9
80300,6
80301,6
80302,6
80303,4
80304,2
80305,1
80306,10
80307,5
80308,6
80312,3
80313,7
80314,3
80315,1
80316,7
80317,10
80318,3
80319,3
80320,8
80321,7
80322,4
80324,2
80325,1
80327,6
80329,5
80334,10
80335,4
80336,8
80337,2
80338,7
80339,5
80341,9
80342,1
80343,8
80344,3
80348,10
80350,1
80351,3
80353,4
80354,3
80355,10
80357,1
80361,1
80362,6
80365,7
80366,8
80367,3
80368,8
80369,4
80371,4
80372,10
80373,6
80374,6
80376,6
80377,4
80378,7
80380,7
80384,5
80385,6
80386,1
80387,8
80388,4
80389,10
80390,7
80394,8
80395,2
80396,5
80399,7
80401,4
80402,1
80404,7
80405,9
80408,4
80410,9
80412,1
80413,10
80416,2
80417,2
80418,7
80420,6
80421,5
80422,10
80425,9
80427,8
80428,9
80429,2
80430,1
80431,2
80433,1
80435,5
80436,4
80437,7
80439,7
80440,3
80444,1
80445,10
80447,2
80452,3
80454,7
80455,5
80456,7
80458,6
80459,10
80460,6
80462,1
80463,5
80464,3
80467,9
80468,1
80469,8
80470,10
80472,10
80473,5
80475,4
80476,4
80478,3
80479,10
80480,4
80481,7
80483,8
80484,3
80485,9
80486,9
80487,9
80488,6
80489,1
80491,5
80492,10
80493,2
80495,2
80498,10
80501,9
80502,4
80504,1
80505,4
80506,1
80509,2
80510,1
80513,5
80514,1
80515,3
80516,8
80517,1
80518,5
80519,9
80520,9
80522,4
80523,3
80524,9
80527,6
80529,4
80530,6
80532,8
80533,10
80534,9
80535,10
80536,9
80539,5
80540,6
80546,5
80547,6
80548,10
80549,10
80551,6
80552,9
80556,4
80557,3
80559,10
80561,1
80562,5
80565,4
80568,3
80570,4
80572,8
80575,1
80577,5
80579,3
80581,6
80583,9
80584,8
80586,3
80588,8
80589,1
80590,10
80591,2
80592,4
80594,1
80596,1
80597,10
80599,2
80600,4
80602,4
80603,9
80604,10
80607,7
80610,7
80611,9
80613,4
80615,8
80616,6
80617,10
80618,4
80620,3
80621,1
80623,3
80624,10
80625,3
80626,9
80627,2
80628,4
80630,1
80633,7
80638,7
80639,1
80640,1
80641,2
80643,8
80644,2
80645,3
80646,6
80647,4
80649,2
80651,5
80653,8
80655,8
80657,6
80658,1
80659,9
80664,8
80665,2
80666,1
80668,5
80669,3
80671,7
80672,3
80673,9
80674,6
80675,8
80676,6
80678,8
80679,3
80681,6
80684,5
80687,9
80688,1
80690,10
80693,4
80695,4
80696,7
80697,2
80700,8
80701,4
80702,6
80703,5
80705,3
80706,6
80708,5
80709,10
80711,9
80712,10
80715,9
80717,7
80718,5
80719,7
80720,2
80721,9
80722,4
80724,5
80725,6
80726,4
80728,9
80729,3
80730,2
80732,1
80733,6
80734,7
80736,3
80737,8
80738,2
80739,2
80740,9
80742,4
80745,5
80746,3
80748,5
80750,10
80751,1
80752,9
80753,1
80755,2
80757,2
80758,2
80760,9
80761,6
80763,3
80765,6
80767,6
80768,7
80769,2
80770,8
80771,8
80773,2
80774,6
80775,7
80776,2
80777,5
80779,1
80780,3
80781,6
80784,2
80786,7
80788,2
80790,2
80791,2
80793,4
80796,3
80797,10
80798,9
80799,1
80802,9
80803,2
80804,2
80805,2
80811,6
80812,7
80813,3
80814,9
80815,10
80817,9
80819,8
80823,7
80825,5
80826,6
80827,10
80828,8
80829,6
80830,1
80831,2
80833,5
80834,7
80836,7
80837,1
80838,8
80839,4
80841,5
80842,6
80843,3
80844,4
80845,5
80846,2
80847,4
80848,7
80849,3
80851,4
80852,3
80853,1
80855,1
80856,5
80858,2
80862,6
80863,9
80864,3
80868,9
80869,6
80870,9
80871,7
80872,7
80876,1
80879,7
80881,9
80882,4
80883,3
80884,1
80885,7
80887,1
80888,1
80890,8
80892,5
80893,2
80894,6
80895,8
80896,2
80899,8
80900,10
80901,10
80902,2
80905,9
80907,8
80908,2
80911,7
80913,1
80914,2
80917,3
80918,3
80923,7
80924,9
80925,10
80926,6
80927,5
80928,3
80931,2
80932,5
80933,7
80934,3
80936,8
80938,6
80940,9
80942,7
80943,7
80947,9
80949,10
80950,10
80952,5
80953,8
80954,10
80955,9
80958,10
80961,2
80963,10
80964,7
80966,9
80967,5
80969,4
80970,2
80971,2
80973,4
80974,7
80975,4
80980,4
80981,10
80982,1
80984,5
80985,10
80987,1
80988,4
80989,1
80990,10
80991,1
80992,1
80993,1
80994,5
80997,4
80998,3
80999,9
81000,5
81001,6
81002,7
81004,10
81005,3
81006,9
81009,8
81010,2
81012,3
81017,1
81018,9
81019,4
81020,9
81022,9
81023,8
81024,5
81028,3
81029,10
81030,7
81031,1
81032,2
81033,2
81035,4
81040,9
81042,7
81043,5
81044,4
81045,9
81046,4
81050,5
81052,9
81054,3
81055,5
81057,10
81058,6
81061,2
81062,8
81063,1
81064,6
81066,2
81070,2
81072,1
81073,6
81075,10
81076,5
81078,2
81082,1
81083,4
81085,4
81088,6
81091,4
81094,5
81095,2
81098,9
81100,4
81101,6
81104,1
81105,1
81108,6
81109,8
81110,6
81112,10
81113,8
81115,10
81116,6
81117,3
81119,1
81120,4
81121,3
81124,7
81125,5
81128,2
81129,10
81130,3
81131,9
81139,2
81142,4
81143,4
81144,3
81146,6
81147,5
81148,7
81149,6
81150,5
81151,5
81152,7
81153,2
81157,1
81161,9
81163,9
81165,4
81166,1
81168,7
81169,4
81173,3
81174,8
81175,7
81176,10
81177,6
81179,3
81180,2
81181,7
81182,5
81186,8
81189,8
81190,5
81193,1
81194,2
81195,5
81196,10
81198,3
81200,4
81201,5
81206,10
81208,2
81209,5
81212,6
81213,9
81215,6
81217,3
81218,10
81219,10
81220,6
81222,8
81223,3
81228,9
81229,9
81231,6
81232,1
81233,2
81234,4
81235,5
81237,1
81238,4
81239,2
81241,6
81244,7
81246,4
81248,6
81249,4
81251,7
81253,8
81254,7
81255,8
81256,4
81258,3
81260,6
81262,10
81263,7
81264,2
81268,10
81269,9
81272,10
81274,8
81275,6
81276,4
81277,4
81278,10
81279,4
81280,4
81282,7
81283,10
81284,7
81285,7
81286,5
81287,8
81288,8
81289,9
81294,8
81295,1
81296,4
81298,6
81299,6
81302,1
81303,2
81304,7
81305,1
81308,5
81309,4
81312,6
81314,2
81316,6
81319,9
81321,3
81324,5
81328,8
81329,2
81330,2
81331,10
81332,4
81333,7
81334,9
81335,7
81336,6
81339,7
81340,1
81341,4
81343,6
81344,6
81345,8
81346,9
81347,8
81348,5
81351,2
81352,10
81354,6
81357,4
81358,4
81361,10
81364,7
81367,9
81368,1
81369,7
81370,2
81371,7
81374,2
81376,1
81379,8
81380,10
81382,3
81383,5
81384,7
81386,2
81389,9
81390,6
81391,7
81393,2
81394,5
81395,2
81396,10
81399,1
81401,5
81404,6
81406,6
81407,1
81408,8
81410,7
81411,6
81412,10
81414,10
81418,8
81419,4
81420,4
81421,1
81422,6
81425,5
81426,5
81428,9
81429,6
81432,5
81433,6
81437,9
81438,6
81439,10
81440,9
81441,9
81445,8
81452,3
81453,9
81454,9
81456,5
81460,4
81461,1
81463,10
81465,5
81466,1
81467,8
81469,6
81470,8
81471,1
81473,2
81474,9
81475,7
81477,4
81478,2
81480,10
81481,1
81482,2
81483,1
81484,6
81485,10
81487,6
81488,10
81491,1
81492,3
81493,6
81494,9
81500,10
81501,10
81502,4
81503,6
81505,8
81506,10
81507,4
81508,6
81510,3
81511,8
81515,5
81516,9
81517,3
81519,9
81520,7
81521,8
81524,5
81525,1
81528,7
81532,7
81533,5
81534,2
81536,6
81537,6
81538,8
81539,7
81540,4
81543,5
81547,5
81548,10
81549,2
81550,4
81551,9
81553,6
81554,8
81555,5
81557,8
81558,7
81559,9
81561,10
81563,10
81564,8
81565,10
81566,6
81567,8
81570,5
81572,3
81575,8
81577,9
81578,10
81581,9
81584,2
81585,6
81588,6
81591,2
81592,4
81594,5
81595,3
81596,10
81600,10
81601,2
81602,3
81603,6
81605,5
81606,9
81607,6
81609,10
81611,8
81612,2
81614,3
81615,5
81616,8
81619,8
81621,5
81622,5
81624,5
81625,6
81626,5
81627,5
81628,3
81629,4
81630,1
81632,2
81633,5
81634,8
81635,4
81636,2
81640,10
81643,1
81644,7
81645,3
81647,9
81648,8
81649,8
81650,1
81651,5
81652,7
81653,3
81654,6
81656,5
81657,2
81658,6
81659,10
81660,2
81661,2
81665,1
81666,9
81668,5
81671,7
81672,1
81673,6
81674,6
81677,2
81678,8
81679,2
81681,7
81683,2
81685,3
81693,8
81694,6
81699,6
81700,10
81702,2
81704,10
81706,3
81708,4
81710,4
81712,9
81713,2
81714,5
81716,1
81717,5
81718,1
81719,5
81720,4
81721,8
81722,6
81723,7
81724,2
81725,9
81726,6
81727,5
81729,6
81730,2
81733,6
81734,1
81735,6
81736,10
81737,1
81738,9
81741,9
81744,2
81745,7
81746,9
81747,8
81749,6
81750,5
81751,7
81753,4
81754,3
81756,1
81759,9
81760,8
81761,5
81763,4
81765,6
81767,6
81770,7
81772,7
81773,9
81775,7
81776,9
81777,3
81779,4
81781,4
81784,4
81788,7
81789,10
81790,8
81791,8
81792,6
81794,9
81795,3
81796,10
81797,6
81798,3
81800,4
81801,10
81802,6
81803,7
81805,7
81809,9
81810,8
81811,4
81812,9
81813,5
81815,4
81818,8
81819,1
81820,2
81821,1
81822,3
81823,5
81824,8
81828,8
81829,2
81830,2
81832,2
81833,4
81834,9
81838,7
81839,4
81842,9
81844,10
81846,9
81850,10
81851,2
81856,6
81858,7
81860,3
81861,5
81862,1
81864,4
81865,4
81867,5
81869,4
81870,10
81871,9
81872,1
81873,8
81874,6
81875,1
81876,10
81878,1
81879,5
81880,10
81883,8
81884,3
81886,4
81887,6
81889,5
81890,1
81891,9
81892,8
81893,1
81894,7
81895,2
81896,5
81897,9
81898,1
81899,1
81900,4
81901,6
81902,2
81906,3
81909,4
81910,7
81911,7
81912,2
81914,7
81916,2
81918,5
81920,3
81922,10
81926,1
81927,5
81928,2
81929,1
81933,9
81935,2
81937,10
81938,4
81939,4
81940,10
81941,9
81942,6
81944,4
81946,5
81947,10
81950,1
81951,1
81953,5
81954,2
81955,9
81956,6
81959,2
81969,8
81970,5
81971,5
81973,10
81977,9
81979,10
81981,6
81983,8
81984,7
81985,9
81988,10
81989,9
81991,7
81992,4
81993,5
81996,1
81998,9
81999,5
82000,5
82001,3
82002,2
82003,1
82007,2
82010,3
82011,9
82014,4
82016,8
82019,2
82020,2
82023,4
82025,3
82026,7
82027,10
82028,9
82030,4
82032,8
82034,3
82037,3
82039,3
82040,5
82041,2
82042,8
82045,7
82046,2
82047,3
82048,7
82050,6
82051,4
82061,9
82063,7
82064,6
82065,4
82066,2
82067,10
82068,2
82069,3
82070,5
82072,9
82073,8
82074,10
82076,8
82077,5
82078,6
82080,1
82081,6
82083,7
82085,3
82086,10
82088,6
82090,3
82093,10
82094,7
82095,10
82096,9
82098,5
82100,1
82101,2
82102,9
82104,6
82108,5
82109,8
82110,7
82115,6
82116,10
82119,2
82120,5
82122,3
82123,2
82124,4
82126,9
82127,5
82128,3
82130,9
82132,10
82134,1
82137,4
82138,5
82139,3
82142,7
82144,7
82146,8
82147,10
82148,8
82151,2
82153,7
82155,2
82156,8
82158,6
82159,9
82160,10
82161,3
82165,2
82166,5
82168,3
82169,10
82171,3
82172,9
82173,3
82174,2
82175,2
82176,10
82177,4
82178,3
82180,8
82181,3
82183,5
82186,1
82189,9
82190,5
82191,10
82192,1
82193,4
82195,2
82196,10
82198,7
82200,6
82206,8
82207,1
82210,4
82212,5
82213,3
82214,6
82215,6
82216,2
82220,10
82225,4
82226,3
82227,2
82229,3
82231,10
82232,5
82233,1
82234,3
82236,5
82238,1
82242,7
82245,6
82246,10
82247,2
82248,7
82253,8
82254,7
82256,3
82257,10
82259,9
82260,5
82264,5
82265,6
82267,1
82269,9
82270,10
82271,4
82274,7
82276,8
82278,10
82280,1
82281,2
82282,6
82283,1
82284,6
82286,10
82287,8
82288,10
82290,5
82291,9
82293,10
82294,8
82295,2
82296,3
82298,4
82299,7
82300,2
82301,2
82302,2
82303,10
82304,2
82305,1
82307,9
82309,3
82311,10
82313,5
82316,7
82318,6
82319,4
82321,5
82323,1
82324,4
82326,7
82327,7
82328,3
82329,1
82331,1
82332,5
82333,9
82335,7
82336,5
82338,5
82339,5
82344,9
82346,4
82348,5
82349,8
82350,6
82351,8
82352,1
82353,5
82354,2
82355,4
82356,9
82357,1
82359,10
82360,7
82361,4
82364,6
82366,7
82367,10
82368,4
82369,7
82370,9
82371,10
82373,3
82375,2
82376,1
82377,4
82379,8
82382,4
82383,4
82384,6
82385,5
82387,2
82389,2
82390,7
82391,5
82392,10
82393,1
82397,5
82398,6
82399,5
82400,3
82404,9
82405,9
82406,5
82407,8
82408,9
82409,4
82410,9
82411,2
82412,9
82413,7
82414,7
82415,1
82418,10
82419,5
82422,8
82423,3
82425,2
82426,1
82427,6
82431,9
82432,5
82433,2
82434,2
82435,6
82436,9
82437,2
82440,8
82441,9
82443,9
82444,7
82446,10
82450,9
82451,10
82452,9
82454,1
82455,1
82456,8
82457,4
82458,8
82460,6
82465,7
82466,2
82467,8
82468,10
82469,8
82470,4
82472,3
82473,3
82474,2
82477,4
82478,10
82480,9
82481,4
82483,6
82484,9
82485,4
82486,8
82489,7
82490,4
82491,10
82493,4
82494,8
82495,8
82496,9
82498,7
82503,2
82505,10
82508,9
82509,7
82513,4
82514,8
82518,10
82519,1
82521,7
82523,4
82524,2
82528,2
82533,8
82538,2
82539,2
82540,4
82541,3
82542,8
82544,7
82545,6
82546,1
82547,7
82548,5
82550,8
82551,6
82555,3
82556,1
82557,5
82561,6
82562,1
82563,7
82564,10
82567,7
82568,1
82569,9
82570,9
82571,7
82572,4
82573,2
82574,7
82578,9
82579,7
82580,8
82581,2
82582,10
82584,1
82586,4
82587,6
82588,6
82589,1
82591,1
82592,7
82593,9
82594,10
82595,3
82596,1
82597,1
82598,5
82599,3
82600,7
82601,4
82602,2
82605,6
82607,5
82608,2
82610,6
82611,10
82612,2
82614,10
82615,4
82617,5
82623,10
82625,10
82626,5
82627,9
82628,9
82630,1
82632,2
82634,8
82637,6
82638,1
82639,5
82640,5
82641,2
82644,4
82645,2
82649,6
82650,1
82651,9
82652,5
82653,10
82654,4
82655,10
82656,2
82658,4
82660,1
82661,3
82662,8
82663,4
82664,6
82665,9
82666,7
82667,1
82669,2
82671,2
82672,1
82673,5
82674,4
82676,6
82677,8
82679,9
82682,8
82684,1
82685,3
82686,8
82687,6
82694,7
82695,10
82696,10
82697,3
82699,10
82701,8
82702,6
82703,1
82704,10
82707,8
82708,7
82709,6
82711,5
82712,9
82713,2
82716,5
82718,8
82719,8
82721,5
82722,9
82723,7
82724,8
82726,7
82728,4
82730,10
82731,3
82732,7
82734,8
82735,3
82736,3
82738,1
82740,7
82741,9
82742,9
82744,4
82745,5
82746,10
82748,10
82749,2
82750,10
82751,3
82752,10
82754,1
82756,2
82758,7
82759,3
82761,8
82762,6
82763,1
82764,10
82765,9
82766,3
82768,2
82770,7
82771,6
82775,5
82776,5
82781,1
82782,3
82785,2
82786,4
82787,2
82788,3
82790,4
82792,4
82795,4
82796,9
82799,2
82800,1
82801,1
82803,7
82805,5
82806,4
82812,4
82814,4
82816,10
82817,9
82818,1
82819,10
82820,6
82821,10
82822,7
82823,4
82824,8
82825,9
82828,9
82830,1
82831,1
82832,2
82833,3
82834,7
82838,1
82839,6
82840,9
82841,8
82842,10
82843,5
82844,10
82845,2
82848,4
82849,4
82850,1
82852,2
82853,7
82855,10
82857,4
82860,10
82861,3
82862,4
82864,7
82865,6
82869,1
82870,4
82871,10
82872,6
82873,10
82876,6
82878,8
82879,5
82880,2
82882,4
82883,5
82884,10
82888,10
82889,6
82890,3
82893,8
82895,2
82896,3
82897,1
82898,5
82900,7
82901,2
82902,8
82903,6
82905,1
82906,7
82909,10
82910,7
82911,10
82914,9
82916,5
82917,2
82918,10
82919,1
82920,3
82922,2
82927,2
82928,10
82930,9
82933,8
82936,4
82937,7
82938,10
82939,1
82940,1
82941,2
82943,4
82944,8
82946,10
82953,3
82954,5
82959,10
82960,5
82961,6
82962,1
82963,7
82965,7
82966,3
82968,5
82971,4
82973,4
82975,8
82978,1
82979,10
82980,10
82981,10
82982,4
82984,3
82985,9
82986,1
82987,6
82990,8
82991,4
82993,6
82994,2
82995,5
82997,6
83001,9
83002,5
83003,6
83005,5
83006,4
83007,5
83010,1
83011,5
83013,4
83014,5
83015,1
83018,2
83019,2
83020,1
83022,5
83024,2
83026,3
83027,10
83029,10
83034,6
83035,10
83036,10
83040,1
83042,2
83045,7
83049,7
83050,1
83052,8
83055,7
83056,2
83057,5
83059,3
83060,4
83061,10
83062,3
83063,9
83064,5
83065,1
83068,8
83069,7
83070,10
83071,1
83072,8
83073,7
83075,5
83076,8
83078,8
83079,7
83084,6
83085,4
83086,5
83088,8
83090,9
83091,4
83092,9
83093,9
83095,1
83096,2
83097,3
83098,4
83099,1
83101,7
83102,5
83103,6
83104,7
83105,8
83108,3
83109,8
83111,6
83113,9
83114,4
83115,2
83116,4
83117,2
83118,4
83119,5
83120,2
83121,8
83125,8
83127,7
83129,2
83130,9
83131,6
83132,1
83133,2
83136,3
83137,9
83138,3
